Date,CountryCode,SubscriberID,CustomerId,ContentType,Title,Episode,SeriesTitle,ReleaseYear,Duration,Season,Genres,DeviceType,TypeEvent,Position,Language,Bitrate,BufferTime,PlaybackNetTime,deviceDescription,CALC_ProgramType,CALC_BitrateType
2026-01-01 09:22:05,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PROGRESSMARK,620,ES,6118649,,620,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:26:32,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,887,ES,6118649,,887,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:26:34,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,887,ES,6118649,,887,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:31:11,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,1164,ES,6118649,,1164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:32:25,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,1164,ES,6118649,,1164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:33:45,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,1245,ES,6118649,,1245,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:33:47,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,1245,ES,6118649,,1245,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:33:47,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,1245,ES,6118649,,1245,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:33:47,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,1245,ES,6118649,,1245,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:38:22,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,1519,ES,6118649,,1519,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:38:23,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,1520,ES,6118649,,1520,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:38:23,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,1520,ES,6118649,,1520,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:38:23,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,1519,ES,6118649,,1519,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:38:37,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,1533,ES,6118649,,1533,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:39:46,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,1533,ES,6118649,,1533,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:40:53,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,FIRSTQUARTILE,1599,ES,6118649,,1599,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:42:30,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,1697,ES,6118649,,1697,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:42:32,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,1697,ES,6118649,,1697,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:42:32,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,1697,ES,6118649,,1697,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:42:32,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,1697,ES,6118649,,1697,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:54:30,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,2414,ES,6118649,,2414,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:55:00,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,2414,ES,6118649,,2414,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:57:15,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,START,0,ES,6068176,,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:57:17,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,START-BUFFERING,0,ES,6068176,3.683,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:57:36,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,2570,ES,6118649,,2570,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:57:46,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,RE-BUFFERING,0,ES,6068176,0.321,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:57:59,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,2570,ES,6118649,,2570,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:57:59,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,PAUSE,2570,ES,6118649,,2570,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:57:59,ES,6266c9d45554b1082f7f4ab3,69544a40c788eafebe2cfcf9,EPISODE,ATLETICO NACIONAL VS ONCE CALDAS,4,LIGA BETPLAY DIMAYOR 2025-1,2025.0,6528,1,Programas,WEB,RESUME,2570,ES,6118649,,2570,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",SERIE,HIGH
2026-01-01 09:58:12,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,PROGRESSMARK,752,ES,6068176,,752,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:58:13,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,RE-BUFFERING,752,ES,6068176,1.51,752,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:58:15,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,FIRSTQUARTILE,1415,ES,6068176,,1415,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:58:16,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,RE-BUFFERING,1415,ES,6068176,0.5,1415,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:58:19,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,MIDPOINT,2121,ES,6068176,,2121,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:58:20,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,RE-BUFFERING,2121,ES,6068176,1.659,2121,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:58:47,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,RE-BUFFERING,2467,ES,6068176,1.011,2467,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:58:54,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,RE-BUFFERING,2607,ES,6068176,1.424,2607,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:59:16,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,THIRDQUARTILE,2950,ES,6068176,,2950,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:59:17,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,RE-BUFFERING,2950,ES,6068176,1.571,2950,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
2026-01-01 09:59:24,CO,548df197725ecde12d959058,69568b3fc788eafebeacb06f,MOVIE,PARTIDO APARTE,0,MISCELLANEOUS,2024.0,3540,0,Miscellaneous,WEB,RE-BUFFERING,3197,ES,6068176,1.134,3197,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",SERIE,HIGH
